# Generated by refresh-data.py on 2026-07-06. Do not edit by hand
# (hand corrections belong in institutional-overrides.json).
# domain,type where type is government|education|healthcare|utility.
# Sources: Wikidata P856 (CC0), Annuaire de l'administration (Licence
# Ouverte v2), GSA/govt-urls (US public domain).
salives.com,government
salk.at,healthcare
salkoveskut.hu,government
salla.fi,government
sallagriffon.fr,government
sallanches.fr,government
sallavinera.cat,government
salleboeuf.fr,government
sallelesdaude.fr,government
sallenelles.net,government
sallenoves.fr,government
sallent.cat,government
sallentdegallego.es,government
sallertaine.fr,government
salles-adour.fr,government
salles-arbuissonnas.fr,government
salles-curan.fr,government
salles-sous-bois.fr,government
salles-sur-cerou.fr,government
salles-sur-garonne.fr,government
salles-sur-mer.fr,government
sallescourbaties.fr,government
sallesdangles.com,government
sallesdaude.fr,government
sallesdebarbezieux.fr,government
sallesdevillefagnan.fr,government
salleslasource.fr,government
salleslavalette.fr,government
sallessurlhers.fr,government
sallingberg.at,government
salliquelo.gov.ar,government
sallisawok.org,government
salmaise.fr,government
salmbach.fr,government
salmeroncillos.es,government
salmh.ee,healthcare
salmiech.fr,government
salmonarm.ca,government
salmourao.sp.gov.br,government
salmtal.de,government
salmun.com,government
salnet.com.ar,government
salo.fi,government
saloa.pe.gov.br,government
salobral.es,government
salobre.es,government
salomo.cat,government
salomvar.hu,government
salon-de-provence.org,government
salondeprovence.fr,government
salonta.net,government
salorino.es,government
salornay-sur-guye.fr,government
salou.cat,government
salouel.com,government
salouf.ch,government
salov.sk,government
salovci.si,government
salpasilichhomun.gov.np,government
salperwick.fr,government
salsacate.gob.ar,government
salses-le-chateau.fr,government
salsig.ro,government
salsigne.fr,government
salsipuedes.gob.ar,government
salskcrb.ru,healthcare
salt-en-donzy.fr,government
salt.gov.jo,government
saltdal.kommune.no,government
salteras.es,government
saltillo.gob.mx,government
saltilloms.org,government
saltinho.sc.gov.br,government
saltinho.sp.gov.br,government
saltlakeregional.com,healthcare
salto.gob.ar,government
salto.sp.gov.br,government
saltodadivisa.mg.gov.br,government
saltodeagua.gob.mx,government
saltodepirapora.sp.gov.br,government
saltodoceu.mt.gov.br,government
saltodoitarare.pr.gov.br,government
saltodojacui.rs.gov.br,government
saltogrande.sp.gov.br,government
saltoveloso.sc.gov.br,government
saltvik.ax,government
saltville.org,government
salud.df.gob.mx,healthcare
salud.edomex.gob.mx,healthcare
saludacounty.sc.gov,government
saludarequipa.gob.pe,healthcare
saludcastillayleon.es,healthcare
saludtlax.gob.mx,healthcare
salug.zamboangadelnorte.com,government
salus-kliniken.de,healthcare
salus-lsa.de,healthcare
salutms.org,healthcare
salvacanete.es,government
salvadios.es,government
salvador.ba.gov.br,government
salvadoralvarado.gob.mx,government
salvadordabahia.com,government
salvadordosul.rs.gov.br,government
salvadorldn.gov.ph,government
salvagnac.fr,government
salvagny.org,government
salvaleon.es,government
salvatierradelosbarros.com,government
salvatierradetormes.es,government
salvationhospital.com.ng,healthcare
salvenach.ch,government
salviac46.fr,government
salvizinet.fr,government
saly.hu,government
salz.de,government
salzano.provincia.venezia.it,government
salzbergen.de,government
salzgitter.de,government
salzhausen.de,government
salzhemmendorf.de,government
salzkotten.de,government
salzwedel.de,government
salzweg.de,government
samaca-boyaca.gov.co,government
samadet.com,government
samahil.gob.mx,government
saman31.fr,government
samana-caldas.gov.co,government
samani.jp,government
samaniego-narino.gov.co,government
samaraonko.ru,healthcare
samaritano.org.br,healthcare
samaritanstouch.org,healthcare
samatan-gers.com,government
samazan.fr,government
sambin.fr,government
sambircity.gov.ua,government
sambirrda.gov.ua,government
samboal.es,government
samborzec.eu,government
sambreville.be,government
sambron.sk,government
samedcity.go.th,government
samerberg.de,government
samern.de,government
sames64.fr,government
samh.org.sg,healthcare
samhealth.org,healthcare
samhouston.net,utility
sami.gov.gr,government
samiulus.gov.tr,healthcare
samko.go.th,government
samkwaipuak.go.th,government
sammamish.us,government
sammatti.fi,government
sammc.amedd.army.mil,healthcare
sammeron.fr,government
samnanger.kommune.no,government
samngaolocal.go.th,government
samobor.hr,government
samod.hu,government
samognat.fr,government
samois-sur-seine.fr,government
samokov.bg,government
samonac.com,government
samonte.mg.gov.br,government
samopse.cz,government
samoreau.fr,government
samorin.sk,government
samorzad.gov.pl,government
samothraki.gr,government
samotisky.cz,government
samouillan.fr,government
samovec.ru,government
sampans.fr,government
samperdecalanda.es,government
samperdelsalz.com,government
sampigny-les-maranges.fr,government
sampsonnc.com,government
sampues-sucre.gov.co,government
sampzon.fr,government
samran.go.th,government
samsin.cz,government
samsina.nasweb.eu,government
samsoe.dk,government
samsonhaza.hu,government
samsph.com,healthcare
samsun.bel.tr,government
samsun.or.kr,healthcare
samsung.go.th,government
samtgemeinde-aue.de,government
samtgemeinde-bardowick.de,government
samtgemeinde-bevern.de,government
samtgemeinde-gieboldehausen.de,government
samtgemeinde-grasleben.de,government
samtgemeinde-ilmenau.de,government
samtgemeinde-land-hadeln.de,government
samtgemeinde-nord-elm.de,government
samtgemeinde-oderwald.de,government
samtgemeinde-rosche.de,government
samtgemeinde-sibbesse.de,government
samtgemeindeheeseberg.de,government
samuelmaldonado-tachira.gob.ve,government
samuil.bg,government
samutprakancity.go.th,government
samvednahospital.com,healthcare
samyakcity.go.th,government
san-clemente.org,government
san-ikukai.or.jp,healthcare
san-juan-bautista.ca.us,government
san-juan-de-la-encinilla.com,government
san-lurenzu.fr.nf,government
san-marcos.net,government
san-martino-di-lota.fr,government
san.gva.es,healthcare
sana-hm.de,healthcare
sana-klinikum-hof.de,healthcare
sana.de,healthcare
sanaclinicsabuja.com,healthcare
sanadrian.es,government
sanadriandejuarros.es,government
sanagustin-huila.gov.co,government
sanagustin-isabela.gov.ph,government
sanagustin.gob.ar,government
sanagustin.info,government
sanagustinatenango.gob.mx,government
sanagustindelguadalix.net,government
sanagustinromblon.gov.ph,government
sanahcat.gob.mx,government
sanalberto-cesar.gov.co,government
sanamaro.sedelectronica.gal,government
sanandres-catanduanes.gov.ph,government
sanandres-santander.gov.co,government
sanandresdecuerquia-antioquia.gov.co,government
sanandresdegiles.gob.ar,government
sanandresdesotavento-cordoba.gov.co,government
sanandresduraznal.gob.mx,government
sanandresysauces.es,government
sananduva.rs.gov.br,government
sanangelocfc.org,government
sananrak.go.th,government
sanantero-cordoba.gov.co,government
sanantonio-nsamar.gov.ph,government
sanantonio-tolima.gov.co,government
sanantonio.gov.ph,government
sanantoniodebenageber.es,government
sanantoniodeltequendama-cundinamarca.gov.co,government
sanantoniodepalmito-sucre.gov.co,government
sanantonioflorida.org,government
sanantoniooeste.gob.ar,government
sanarysurmer.com,government
sanasensio.es.tl,government
sanatorij.lv,healthcare
sanatorio-otamendi.com.ar,healthcare
sanatorioadventista.com.ar,healthcare
sanatorioaleman.cl,healthcare
sanatoriobilbaino.org,healthcare
sanatoriodelaprovidencia.com,healthcare
sanatoriofinochietto.com,healthcare
sanatoriomaritimo.cl,healthcare
sanatoriomaritimo.com,healthcare
sanatoriorionegro.com.ar,healthcare
sanatoriosanhipolito.com,healthcare
sanatoriovillacarmen.com.uy,healthcare
sanatorium-krasnobrod.pl,healthcare
sanauja.ddl.net,government
sanbartolome.es,government
sanbartolomedebejar.es,government
sanbartolomedecorneja.es,government
sanbartolomedelatorre.es,government
sanbartolomedepinares.es,government
sanbasile.asmenet.it,government
sanbasilio.gob.ar,government
sanbenito-santander.gov.co,government
sanbenito.gov.ph,government
sanbenitoabad-sucre.gov.co,government
sanbenitocountyca.gov,government
sanbernardo-cundinamarca.gov.co,government
sanbernardo-narino.gov.co,government
sanbernardo.cl,government
sanbernardodelviento-cordoba.gov.co,government
sanborniowa.com,government
sanborntonnh.org,government
sanbruno.ca.gov,government
sancaktepe.gov.tr,government
sancalixto-nortedesantander.gov.co,government
sancandido.eu,government
sancarlo.mi.it,healthcare
sancarlos-antioquia.gov.co,government
sancarlos-cordoba.gov.co,government
sancarlos.cl,government
sancarlosdeguaroa-meta.gov.co,government
sancayetano-cundinamarca.gov.co,government
sancayetano-nortedesantander.gov.co,government
sancayetano.gov.ar,government
sance.fr,government
sancebrian.es,government
sancebriandecampos.dip-palencia.es,government
sancebriandemuda.dip-palencia.es,government
sancedo.es,government
sancergues.fr,government
sancey.org,government
sanchey.fr,government
sanchezmira-cagayan.gov.ph,government
sanchidrian.es,government
sanchonuno.es,government
sanchorreja.es,government
sancibrao.es,government
sanclemente.it,government
sancoins.fr,government
sancostantinocalabro.net,government
sancraiu.ro,government
sancristobal-bolivar.gov.co,government
sancristobal.gob.mx,government
sancristobal.gov.ar,government
sancristobal.org.do,government
sancristobaldeboedo.es,government
sancristobaldecuellar.es,government
sancristobaldelabarranca.gob.mx,government
sancristobaldelacuesta.es,government
sancristobaldelavega.es,government
sancristobaldesegovia.es,government
sanctamaggiore.com.br,healthcare
sancti-spiritus.es,government
sand-am-main.de,government
sand.hu,government
sandakpurmun.gov.np,government
sandal.sk,government
sandanskibg.com,government
sandarville.fr,government
sandatasp.ru,government
sandau.de,government
sandberg-rhoen.de,government
sandcity.org,government
sande-mr.kommune.no,government
sande-ve.kommune.no,government
sande.de,government
sandefjord.kommune.no,government
sandemetriocorone.asmenet.it,government
sanderbusch.de,healthcare
sandersdorf-brehna.de,government
sandersville.net,government
sandesneben.de,government
sandgerdi.is,government
sandhausen.de,government
sandias.es,government
sandiego-cesar.gov.co,government
sandiego.gov,government
sandiegocounty.gov,government
sandillon.fr,government
sandionisio-iloilo.gov.ph,government
sandl.at,government
sandnes.kommune.no,government
sando.es,government
sandomierz.eu,government
sandona-narino.gov.co,government
sandorfalva.hu,government
sandouville.fr,government
sandovalcounty.com,government
sandovalina.sp.gov.br,government
sandown.us,government
sandoy.kommune.no,government
sandpointak.com,government
sandrans.fr,government
sandrovac.hr,government
sandspringsok.org,government
sandstone.govoffice.com,government
sandur.fo,government
sandusky-county.com,government
sanduskycounty.org,government
sandviken.se,government
sandweiler.lu,government
sandwich.il.us,government
sandwichmass.org,government
sandwichnh.org,government
sandwip.chittagong.gov.bd,government
sandy.utah.gov,government
sandycovenl.com,government
sandylakeborough.com,government
sandyspringsga.org,government
sandystontownship.com,government
saneduardo-boyaca.gov.co,government
sanem.lu,government
sanenrique-iloilo.gov.ph,government
sanestanislao-bolivar.gov.co,government
sanestebandelitera.es,government
sanestebandelospatos.es,government
sanestebandelvalle.es,government
sanestebandezapardiel.es,government
sanetynegrals.es,government
sanfabian.gov.ph,government
sanfabiandealico.cl,government
sanfebagarmun.gov.np,government
sanfelicesdelosgallegos.es,government
sanfelipedelprogreso.gob.mx,government
sanfernando-bolivar.gov.co,government
sanfernando-masbate.gov.ph,government
sanfernando.es,government
sanfernando.gob.ar,government
sanfernando.gob.mx,government
sanfernandobuk.gov.ph,government
sanfernandochiapas.gob.mx,government
sanfilmedicina.pt,healthcare
sanfloro.com,government
sanfordfl.gov,government
sanfordhealth.org,healthcare
sanfordmaine.org,government
sanfordnc.net,government
sanfrancisco-antioquia.gov.co,government
sanfrancisco-cundinamarca.gov.co,government
sanfrancisco-falcon.gov.ve,government
sanfrancisco-putumayo.gov.co,government
sanfrancisco.gob.do,government
sanfrancisco.gob.mx,government
sanfrancisco.gov.ar,government
sanfranciscodeconchos.gob.mx,government
sanfranciscodeloro.gob.mx,government
sanfranciscotownship.com,government
sanfulgencio.es,government
sangabriel.gov.ph,government
sangabrielcity.com,government
sangabrieljalisco.gob.mx,government
sangao.sc.gov.br,government
sangarcia.es,government
sangarciadeingelmos.es,government
sangarren.es,government
sangaste.ee,government
sangerhausen.de,government
sangertexas.org,government
sangeru.europrahova.eu,government
sangervilleme.com,government
sangil-santander.gov.co,government
sangiorgioalbanese.net,government
sangiorgiosl.org,government
sangiovannibianco.org,government
sangiovannidimoriani.fr,government
sangiovannieruggi.it,healthcare
sangiovannilapunta.gov.it,government
sangiulianonline.it,government
sangiusto.canavese.it,government
sangkha-mu.go.th,government
sangko.go.th,government
sangkom.org,government
sanglahhospitalbali.com,healthcare
sangregoriodasassola.info,government
sanguesa.es,government
sanguillermo-isabela.gov.ph,government
sanguillermo.gob.ar,government
sangurigadhimun.gov.np,government
sanharo.pe.gov.br,government
sanidad.mil.ar,healthcare
sanidadnaval.cl,healthcare
sanignacio.gob.mx,government
sanignaciocg.gob.mx,government
sanignacioriomuerto.gob.mx,government
sanikai.or.jp,healthcare
sanikiluaq.ca,government
sanilaccounty.net,government
sanilhac-perigord.fr,government
sanilhac-sagries.com,government
saninh.johas.go.jp,healthcare
saninh.rofuku.go.jp,healthcare
sanisidro-isabela.gov.ph,government
sanisidro.es,government
sanisidro.gob.ar,healthcare
sanisidro.gov.ph,government
sanita.puglia.it,healthcare
sanita.regione.abruzzo.it,healthcare
sanitz.de,government
sanjacinto-bolivar.gov.co,government
sanjacinto-masbate.gov.ph,government
sanjacintoca.gov,government
sanjacintodelcauca-bolivar.gov.co,government
sanjacintoriverauthority.com,government
sanjaopor.go.th,government
sanjavier.com,government
sanjavier.gob.ar,government
sanjavier.gob.mx,government
sanjeronimo-antioquia.gov.co,government
sanjivanihospitals.com,healthcare
sanjoaquin-santander.gov.co,government
sanjoaquin.cl,government
sanjoaquin.gov.ph,government
sanjorge.gob.ar,government
sanjose-caldas.gov.co,government
sanjose-nsamar.gov.ph,government
sanjose.camarinessur.gov.ph,government
sanjosechacaya.gob.gt,government
sanjosecleanenergy.org,utility
sanjosedeladormida.gob.ar,government
sanjosedelamontana-antioquia.gov.co,government
sanjosedelguaviare-guaviare.gov.co,government
sanjosedelpalmar-choco.gov.co,government
sanjosedelrincon.gob.mx,government
sanjosedelvalle.es,government
sanjosedemaipo.cl,government
sanjosedepare-boyaca.gov.co,government
sanjosedi.gov.ph,government
sanjoseil.com,government
sanjosemiranda-santander.gov.co,government
sanjoseoccidentalmindoro.com,government
sanjuan.pr,government
sanjuanbatangas.gov.ph,government
sanjuancancuc.gob.mx,government
sanjuancapistrano.org,government
sanjuanciudadpatria.com,government
sanjuanco.com,government
sanjuancounty.org,government
sanjuancountycolorado.us,government
sanjuancountywa.gov,government
sanjuandearama-meta.gov.co,government
sanjuandebetulia-sucre.gov.co,government
sanjuandedios.com.ve,healthcare
sanjuandedios.org,healthcare
sanjuandegredos.com,government
sanjuandelacosta.cl,government
sanjuandelanava.es,government
sanjuandelarambla.es,government
sanjuandelcesar-laguajira.gov.co,government
sanjuandelmolinillo.es,government
sanjuandelmonte.burgos.es,government
sanjuandelolmo.es,government
sanjuandelpuerto.es,government
sanjuandelriodgo.gob.mx,government
sanjuandeplan.es,government
sanjuanderioseco-cundinamarca.gov.co,government
sanjuandeuraba-antioquia.gov.co,government
sanjuanito-meta.gov.co,government
sanjuanitodeescobedo.jalisco.gob.mx,government
sanjuanlaunion.gov.ph,government
sanjuannepomuceno-bolivar.gov.co,government
sanjuanregional.com,healthcare
sanjudastadeo-tachira.gob.ve,government
sanjulian-esamar.gov.ph,government
sanjulian.gov.ar,government
sanjusto.gov.ar,government
sankaraeye.com,healthcare
sankaranethralaya.org,healthcare
sankt-anton-im-montafon.at,government
sankt-augustin.de,government
sankt-augustinus-krankenhaus.de,healthcare
sankt-elisabeth-hospital.de,healthcare
sankt-englmar.de,government
sankt-gertrauden.de,healthcare
sankt-goarshausen.de,government
sankt-jakob.at,government
sankt-katharinen-ffm.de,healthcare
sankt-leonhard.at,government
sankt-maergen.de,government
sankt-margarethen.at,government
sankt-martin.at,government
sankt-martin.de,government
sankt-michael.at,government
sankt-oswald-riedlhuette.de,government
sankt-thomas.at,government
sankt-wendel.de,government
sankt-willibald.at,government
sankterik.se,healthcare
sanktgeorg.de,healthcare
sanktgotthard.at,government
sanktjohannimwalde.at,government
sanktmartin.at,government
sanktoswald.net,government
sanktpaul.at,government
sanlawrenz.gov.mt,government
sanleandro.org,government
sanleonardians.com,government
sanleonardodeyague.es,government
sanliurfa.bel.tr,government
sanlorenzo-narino.gov.co,government
sanlorenzo-salta.gov.ar,government
sanlorenzo.gob.ar,government
sanlorenzodeelescorial.org,government
sanlorenzodelaparrilla.com,government
sanlorenzodelvallo.eu,government
sanlorenzodetormes.es,government
sanlucardeguadiana.es,government
sanlucarlamayor.es,government
sanlucaschiapas.gob.mx,government
sanlucaspr.org,healthcare
sanluigi.piemonte.it,healthcare
sanluis-antioquia.gov.co,government
sanluis-aurora.gov.ph,government
sanluis-tolima.gov.co,government
sanluisdegaceno-boyaca.gov.co,government
sanluisdepalenque-casanare.gov.co,government
sanluislaciudad.gob.ar,government
sanluispeten.com,government
sanluisrc.gob.mx,government
sanmaket.go.th,government
sanmamesdeburgos.es,government
sanmamesdecampos.es,government
sanmanuel-isabela.gov.ph,government
sanmanueltarlac.gov.ph,government
sanmarcos-sucre.gov.co,government
sanmarcos.jalisco.gob.mx,government
sanmarcostx.gov,government
sanmariano-isabela.org,government
sanmartin-cesar.gov.co,government
sanmartin-meta.gov.co,government
sanmartin.gov.ar,government
sanmartin.ro,government
sanmartindehidalgo.gob.mx,government
sanmartindelavegadelalberche.es,government
sanmartindelmoncayo.es,government
sanmartindeloba-bolivar.gov.co,government
sanmartindelosandes.gov.ar,government
sanmartindelpimpollar.es,government
sanmartindelrio.es,government
sanmartindeltesorillo.es,government
sanmartindemontalban.com,government
sanmartinderubiales.es,government
sanmartindetrevejo.es,government
sanmartindevaldeiglesias.es,government
sanmartinosiccomario.gov.it,government
sanmartinosm.it,government
sanmartinymudrian.es,government
sanmateo-boyaca.gov.co,government
sanmateo-isabela.gov.ph,government
sanmateo.gov.ph,government
sanmateoatenco.gob.mx,government
sanmateodegallego.es,government
sanmatteo.org,healthcare
sanmaurocilento.gov.it,government
sanmiguel-catanduanes.gov.ph,government
sanmiguel-iloilo.gov.ph,government
sanmiguel-leyte.gov.ph,government
sanmiguel-putumayo.gov.co,government
sanmiguel-santander.gov.co,government
sanmiguel.cl,government
sanmiguel.gob.sv,government
sanmiguelamatitlan.org.mx,government
sanmiguelcounty.org,government
sanmiguelcountyco.gov,government
sanmigueldeabona.es,government
sanmigueldeaguayo.es,government
sanmigueldebernuy.es,government
sanmigueldecinca.es,government
sanmigueldecorneja.es,government
sanmigueldehorcasitas.gob.mx,government
sanmigueldelvalle.es,government
sanmigueldesalinas.es,government
sanmigueldesema-boyaca.gov.co,government
sanmigueldeserrezuela.es,government
sanmigueldevalero.es,government
sanmigueltotolapan.gob.mx,government
sanmiguelxoxtlaoficial.gob.mx,government
sanmiguelzds.gov.ph,government
sanmillandelara.es,government
sanmorales.es,government
sanmu-mc.jp,healthcare
sannarcisoquezon.gov.ph,government
sannat.fr,government
sannazzaro.ch,government
sannes.fr,government
sannhiquangninh.vn,healthcare
sannicolabaronia.asmenet.it,government
sannicolao.com,government
sannicolasciudad.gob.ar,government
sannicolasdelpuerto.es,government
sannicolasilocosnorte.gov.ph,government
sannicolo.bl.it,government
sanok.pl,government
sanom.go.th,government
sanonofre-sucre.gov.co,government
sanoubar.com,government
sanov-obec.cz,government
sanov.cz,government
sanpablo-bolivar.gov.co,government
sanpablo-isabela.gov.ph,government
sanpablo-narino.gov.co,government
sanpablo.cl,government
sanpabloca.gov,government
sanpablodeborbur-boyaca.gov.co,government
sanpascual-masbate.gov.ph,government
sanpascual.es,government
sanpatonghospital.go.th,healthcare
sanpatriciocountytx.gov,government
sanpedro-sucre.gov.co,government
sanpedro-valle.gov.co,government
sanpedro.es,government
sanpedro.net.ar,government
sanpedrodecartago-narino.gov.co,government
sanpedrodeceque.com,government
sanpedrodegaillos.com,government
sanpedrodejujuy.gov.ar,government
sanpedrodelacueva.gob.mx,government
sanpedrodelapaz.cl,government
sanpedrodelarroyo.es,government
sanpedrodelosmilagros-antioquia.gov.co,government
sanpedrodelromeral.com,government
sanpedrodemelipilla.cl,government
sanpedrodemerida.es,government
sanpedroderozados.es,government
sanpedrodeuraba-antioquia.gov.co,government
sanpedromanrique.es,government
sanpedromisiones.gov.ar,government
sanpedropalmiches.com,government
sanpedrosula.hn,government
sanpelayo-cordoba.gov.co,government
sanpelayo.ayuntamientosdevalladolid.es,government
sanpete.com,government
sanpetru.ro,government
sanpietrodicarida.asmenet.it,government
sanpolicarpo-esamar.gov.ph,government
sanpolomatese.eu,government
sanquintin.gob.mx,government
sanquintinpangasinan.gov.ph,government
sanrafael-antioquia.gov.co,government
sanrafael-iloilo.gov.ph,government
sanrafael.gov.ph,government
sanrafaeldelrio.es,government
sanrafaeldeonoto-portuguesa.gob.ve,government
sanraku.or.jp,healthcare
sanramon.ca.gov,government
sanremigio.gov.ph,government
sanromandecameros.org,government
sanromandehornija.com,government
sanromandelacuba.es,government
sanroque-antioquia.gov.co,government
sanroque-nsamar.gov.ph,government
sanroque.es,government
sanroquederiomiera.es,government
sanry-les-vigy.fr,government
sanrysurnied.fr,government
sansa.fr,government
sansabatexas.com,government
sansac-veinazes.com,government
sansacdemarmiesse.fr,government
sansadurnino.gal,government
sansaihospital.com,healthcare
sansais-lagarette.com,government
sansalvadoer.gov.ar,government
sansalvador.gob.sv,government
sansalvadorsur.gob.sv,government
sansebastiandebuenavista-magdalena.gov.co,government
sansebastiandeloeste.gob.mx,government
sansebastiandelosballesteros.es,government
sansebastiandemariquita-tolima.gov.co,government
sansebastiangomera.org,government
sanseverinolucano.info,government
sansha.gov.cn,government
sansilvestredeguzman.es,government
sanskimost.gov.ba,government
sansompark.org,government
sanssacleglise.fr,government
sanssat.interco-abl.fr,government
sanstino.it,government
sant-adria.net,government
sant-joan.com,government
santa-ana.org,government
santa-clarita.com,government
santa-fe-medical-center.phs.org,healthcare
santa-lucia-di-mercoriu.com,government
santa.lt,healthcare
santaadelia.sp.gov.br,government
santaalbertina.sp.gov.br,government
santaamalia.es,government
santaana-anzoategui.gob.ve,government
santaana-magdalena.gov.co,government
santaana.gob.mx,government
santaana.gob.sv,government
santaanabeni.gob.bo,government
santaanadelosguacaras.com,government
santaanalareal.es,government
santaananorte.gob.sv,government
santaanitaer.com.ar,government
santabarbara-antioquia.gov.co,government
santabarbara-narino.gov.co,government
santabarbara-santander.gov.co,government
santabarbara.cat,government
santabarbara.cl,government
santabarbara.go.gov.br,government
santabarbara.gob.mx,government
santabarbara.sp.gov.br,government
santabarbaraca.gov,government
santabarbaradecasa.es,government
santabarbaradepinto-magdalena.gov.co,government
santabarbaradoleste.mg.gov.br,government
santabarbaradomonteverde.mg.gov.br,government
santabarbaradosul.rs.gov.br,government
santabarbaradotugurio.mg.gov.br,government
santabranca.sp.gov.br,government
santabrigida.ba.gov.br,government
santabrigida.es,government
santacarmem.mt.gov.br,government
santacasa.org.br,healthcare
santacasabarretos.com.br,healthcare
santacasace.org.br,healthcare
santacasadearacatuba.com.br,healthcare
santacasago.org.br,healthcare
santacasajf.org.br,healthcare
santacasalaranjal.com.br,healthcare
santacasamanaus.com.br,healthcare
santacasamc.com.br,healthcare
santacasasaocarlos.com.br,healthcare
santacasasp.org.br,healthcare
santacatalina-bolivar.gov.co,government
santacatarinaixtahuacansolola.gob.gt,government
santacatarinapalopo.com,government
santacatarinatlaltempan.puebla.gob.mx,government
santacaterinaalbanese.asmenet.it,government
santacecilia.burgos.es,government
santacecilia.cat,government
santacecilia.sc.gov.br,government
santaceciliadosul.rs.gov.br,government
santacilia.es,government
santaclaraca.gov,government
santaclaracounty.gov,government
santaclaradoeste.sp.gov.br,government
santaclaradosul.rs.gov.br,government
santaclarautah.gov,government
santacoloma.org,government
santacolomadecervello.cat,government
santacolombadesomoza.com,government
santacomba.es,government
santacouncil.org,government
santacristina.cat,government
santacristinadaspromonte.asmenet.it,government
santacroceonline.com,government
santacroyadetera.org,government
santacruz-narino.gov.co,government
santacruz.gob.mx,government
santacruz.pe.gov.br,government
santacruz.rn.gov.br,government
santacruz.rs.gov.br,government
santacruzamilpas.com,government
santacruzcountyaz.gov,government
santacruzcountyca.gov,government
santacruzdabaixaverde.pe.gov.br,government
santacruzdaconceicao.sp.gov.br,government
santacruzdaesperanca.sp.gov.br,government
santacruzdeboedo.es,government
santacruzdelapalma.es,government
santacruzdelasalceda.burgos.es,government
santacruzdelaseros.es,government
santacruzdelazarza.es,government
santacruzdelcomercio.es,government
santacruzdelorica-cordoba.gov.co,government
santacruzdelretamar.es,government
santacruzdelvalle.es,government
santacruzdelvalleurbion.es,government
santacruzdemarchena.es,government
santacruzdeminas.mg.gov.br,government
santacruzdemompos-bolivar.gov.co,government
santacruzdemontecastelo.pr.gov.br,government
santacruzdemoya.es,government
santacruzdepinares.es,government
santacruzdesalinas.mg.gov.br,government
santacruzdetenerife.es,government
santacruzdocapibaribe.pe.gov.br,government
santacruzdoescalvado.mg.gov.br,government
santacruzdoriopardo.sp.gov.br,government
santacruzdoxingu.mt.gov.br,government
santacruzlalaguna.muni.gob.gt,government
santaefigenia.mg.gov.br,government
santaelena.es,government
santaelena.gov.ar,government
santaella.es,government
santaernestina.sp.gov.br,government
santaeufemia.es,government
santaeugeniadeberga.cat,government
santaeulalia.net,government
santaeulaliabajera.org,government
santaeulaliadelcampo.com,government
santaeulaliariuprimer.cat,government
santafe.es,government
santafe.pr.gov.br,government
santafecountynm.gov,government
santafedeantioquia-antioquia.gov.co,government
santafedeminas.mg.gov.br,government
santafedemondujar.es,government
santafedosul.sp.gov.br,government
santafenm.gov,government
santafepenedes.cat,government
santafilomena.pe.gov.br,government
santagadeadelcid.es,government
santagertrudes.sp.gov.br,government
santagustidellucanes.cat,government
santahelena.go.gov.br,government
santahelena.ma.gov.br,government
santahelena.pr.gov.br,government
santahelena.sc.gov.br,government
santahelenadelopon-santander.gov.co,government
santaignaciatarlac.gov.ph,government
santaines.es,government
santaines.ma.gov.br,government
santaisabel-tolima.gov.co,government
santaisabel.go.gov.br,government
santaisabel.sp.gov.br,government
santaisabeldoivai.pr.gov.br,government
santajuana.cl,government
santajuliana.mg.gov.br,government
santaleopoldina.es.gov.br,government
santaliestra.es,government
santallogaia.cat,government
santalucia-atlantico.gov.co,government
santalucia.gov.ph,government
santalucia.sp.gov.br,government
santaluciadiserino.asmenet.it,government
santaluciagc.com,government
santalucija.gov.mt,government
santalucinda.com.br,healthcare
santaluz.ba.gov.br,government
santaluzia.mg.gov.br,government
santaluzia.pb.gov.br,government
santaluziadonorte.al.gov.br,government
santaluziadopara.pa.gov.br,government
santamagdalena.es,government
santamarcelina.org,healthcare
santamare.ro,government
santamargarida.mg.gov.br,government
santamargaridadosul.rs.gov.br,government
santamargaridaielsmonjos.cat,government
santamaria-boyaca.gov.co,government
santamaria-huila.gov.co,government
santamaria.comune.siena.it,healthcare
santamaria.gov.ph,government
santamaria.rn.gov.br,government
santamaria.rs.gov.br,government
santamariaasuncion.com,government
santamariabesora.cat,government
santamariabulacan.gov.ph,government
santamariadaboavista.pe.gov.br,government
santamariadaserra.sp.gov.br,government
santamariadavitoria100anos.com.br,government
santamariadecayon.com,government
santamariadedulcis.es,government
santamariadeguia.es,government
santamariadelaalameda.com,government
santamariadelaisla.com,government
santamariadelarroyo.es,government
santamariadelashoyas.es,government
santamariadelberrocal.es,government
santamariadelcampo.es,government
santamariadelcubillo.es,government
santamariadelinvierno.es,government
santamariadellascala.com,healthcare
santamariadelmercadillo.es,government
santamariadelorojal.com,government
santamariadelosangeles.gob.mx,government
santamariadeloscaballeros.com,government
santamariadeltietar.es,government
santamariademartorelles.cat,government
santamariademerles.cat,government
santamariademiralles.cat,government
santamariadenieva.com,government
santamariadepunilla.gob.ar,government
santamariadesando.es,government
santamariadilota.corsica,government
santamariadisala.gov.it,government
santamariadocambuca.pe.gov.br,government
santamariadoherval.rs.gov.br,government
santamariadooeste.pr.gov.br,government
santamariailocossur.gov.ph,government
santamariana.pr.gov.br,government
santamariapoghju.fr,government
santamariaribarredonda.es,government
santamartadelcerro.es,government
santamartadelosbarros.com,government
